,Product Collection,Processor Number,Code Name,Total Cores,Launch Date,Intel® VT-x with Extended Page Tables (EPT) ‡,Vertical Segment,Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Quarter,Year
399,3rd Generation Intel® Xeon® Scalable Processors,5320,Products formerly Ice Lake,26,Q2'21,Yes,Server,nan,Yes,Yes,2,21
400,3rd Generation Intel® Xeon® Scalable Processors,5320T,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
401,3rd Generation Intel® Xeon® Scalable Processors,6312U,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
402,3rd Generation Intel® Xeon® Scalable Processors,6314U,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
403,3rd Generation Intel® Xeon® Scalable Processors,6326,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
404,3rd Generation Intel® Xeon® Scalable Processors,6330,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
405,3rd Generation Intel® Xeon® Scalable Processors,6330N,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
406,3rd Generation Intel® Xeon® Scalable Processors,6334,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
407,3rd Generation Intel® Xeon® Scalable Processors,6336Y,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
408,3rd Generation Intel® Xeon® Scalable Processors,6338,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
409,3rd Generation Intel® Xeon® Scalable Processors,6338N,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
410,3rd Generation Intel® Xeon® Scalable Processors,6338T,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
411,3rd Generation Intel® Xeon® Scalable Processors,6342,Products formerly Ice Lake,24,Q2'21,Yes,Server,nan,Yes,Yes,2,21
412,3rd Generation Intel® Xeon® Scalable Processors,6346,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
413,3rd Generation Intel® Xeon® Scalable Processors,6348,Products formerly Ice Lake,28,Q2'21,Yes,Server,nan,Yes,Yes,2,21
414,3rd Generation Intel® Xeon® Scalable Processors,6354,Products formerly Ice Lake,18,Q2'21,Yes,Server,nan,Yes,Yes,2,21
415,3rd Generation Intel® Xeon® Scalable Processors,8351N,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
416,3rd Generation Intel® Xeon® Scalable Processors,8352M,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
417,3rd Generation Intel® Xeon® Scalable Processors,8352S,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
418,3rd Generation Intel® Xeon® Scalable Processors,8352V,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
419,3rd Generation Intel® Xeon® Scalable Processors,8352Y,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
420,3rd Generation Intel® Xeon® Scalable Processors,8358,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
421,3rd Generation Intel® Xeon® Scalable Processors,8358P,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
422,3rd Generation Intel® Xeon® Scalable Processors,8360Y,Products formerly Ice Lake,36,Q2'21,Yes,Server,nan,Yes,Yes,2,21
423,3rd Generation Intel® Xeon® Scalable Processors,8362,Products formerly Ice Lake,32,Q2'21,Yes,Server,nan,Yes,Yes,2,21
424,3rd Generation Intel® Xeon® Scalable Processors,8368,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
425,3rd Generation Intel® Xeon® Scalable Processors,8368Q,Products formerly Ice Lake,38,Q2'21,Yes,Server,nan,Yes,Yes,2,21
426,3rd Generation Intel® Xeon® Scalable Processors,8380,Products formerly Ice Lake,40,Q2'21,Yes,Server,nan,Yes,Yes,2,21
427,3rd Generation Intel® Xeon® Scalable Processors,4309Y,Products formerly Ice Lake,8,Q2'21,Yes,Server,nan,Yes,Yes,2,21
428,3rd Generation Intel® Xeon® Scalable Processors,4310,Products formerly Ice Lake,12,Q2'21,Yes,Server,nan,Yes,Yes,2,21
429,3rd Generation Intel® Xeon® Scalable Processors,4310T,Products formerly Ice Lake,10,Q2'21,Yes,Server,nan,Yes,Yes,2,21
430,3rd Generation Intel® Xeon® Scalable Processors,4314,Products formerly Ice Lake,16,Q2'21,Yes,Server,nan,Yes,Yes,2,21
431,3rd Generation Intel® Xeon® Scalable Processors,4316,Products formerly Ice Lake,20,Q2'21,Yes,Server,nan,Yes,Yes,2,21
432,3rd Generation Intel® Xeon® Scalable Processors,6330H,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
433,3rd Generation Intel® Xeon® Scalable Processors,8356H,Products formerly Cooper Lake,8,Q3'20,Yes,Server,nan,Yes,Yes,3,20
434,3rd Generation Intel® Xeon® Scalable Processors,8360H,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
435,3rd Generation Intel® Xeon® Scalable Processors,8360HL,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
436,3rd Generation Intel® Xeon® Scalable Processors,6330H,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
437,3rd Generation Intel® Xeon® Scalable Processors,8356H,Products formerly Cooper Lake,8,Q3'20,Yes,Server,nan,Yes,Yes,3,20
438,3rd Generation Intel® Xeon® Scalable Processors,8360H,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
439,3rd Generation Intel® Xeon® Scalable Processors,8360HL,Products formerly Cooper Lake,24,Q3'20,Yes,Server,nan,Yes,Yes,3,20
440,3rd Generation Intel® Xeon® Scalable Processors,5318H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
441,3rd Generation Intel® Xeon® Scalable Processors,5320H,Products formerly Cooper Lake,20,Q2'20,Yes,Server,nan,Yes,Yes,2,20
442,3rd Generation Intel® Xeon® Scalable Processors,6328H,Products formerly Cooper Lake,16,Q2'20,Yes,Server,nan,Yes,Yes,2,20
443,3rd Generation Intel® Xeon® Scalable Processors,6328HL,Products formerly Cooper Lake,16,Q2'20,Yes,Server,nan,Yes,Yes,2,20
444,3rd Generation Intel® Xeon® Scalable Processors,6348H,Products formerly Cooper Lake,24,Q2'20,Yes,Server,nan,Yes,Yes,2,20
445,3rd Generation Intel® Xeon® Scalable Processors,8353H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
446,3rd Generation Intel® Xeon® Scalable Processors,8354H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
447,3rd Generation Intel® Xeon® Scalable Processors,8376H,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
448,3rd Generation Intel® Xeon® Scalable Processors,8376HL,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
449,3rd Generation Intel® Xeon® Scalable Processors,8380H,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
450,3rd Generation Intel® Xeon® Scalable Processors,8380HL,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
451,Intel Atom® Processor C Series,C3338R,Products formerly Denverton,2,Q2'20,Yes,Server,nan,Yes,Yes,2,20
452,Intel Atom® Processor C Series,C3436L,Products formerly Denverton,4,Q2'20,Yes,Server,nan,Yes,Yes,2,20
453,Intel Atom® Processor C Series,C3558R,Products formerly Denverton,4,Q2'20,Yes,Server,nan,Yes,Yes,2,20
454,Intel Atom® Processor C Series,C3758R,Products formerly Denverton,8,Q2'20,Yes,Server,nan,Yes,Yes,2,20
455,3rd Generation Intel® Xeon® Scalable Processors,5318H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
456,3rd Generation Intel® Xeon® Scalable Processors,5320H,Products formerly Cooper Lake,20,Q2'20,Yes,Server,nan,Yes,Yes,2,20
457,3rd Generation Intel® Xeon® Scalable Processors,6328H,Products formerly Cooper Lake,16,Q2'20,Yes,Server,nan,Yes,Yes,2,20
458,3rd Generation Intel® Xeon® Scalable Processors,6328HL,Products formerly Cooper Lake,16,Q2'20,Yes,Server,nan,Yes,Yes,2,20
459,3rd Generation Intel® Xeon® Scalable Processors,6348H,Products formerly Cooper Lake,24,Q2'20,Yes,Server,nan,Yes,Yes,2,20
460,3rd Generation Intel® Xeon® Scalable Processors,8353H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
461,3rd Generation Intel® Xeon® Scalable Processors,8354H,Products formerly Cooper Lake,18,Q2'20,Yes,Server,nan,Yes,Yes,2,20
462,3rd Generation Intel® Xeon® Scalable Processors,8376H,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
463,3rd Generation Intel® Xeon® Scalable Processors,8376HL,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
464,3rd Generation Intel® Xeon® Scalable Processors,8380H,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
465,3rd Generation Intel® Xeon® Scalable Processors,8380HL,Products formerly Cooper Lake,28,Q2'20,Yes,Server,nan,Yes,Yes,2,20
466,Intel Atom® Processor C Series,C3338R,Products formerly Denverton,2,Q2'20,Yes,Server,nan,Yes,Yes,2,20
467,Intel Atom® Processor C Series,C3436L,Products formerly Denverton,4,Q2'20,Yes,Server,nan,Yes,Yes,2,20
468,Intel Atom® Processor C Series,C3558R,Products formerly Denverton,4,Q2'20,Yes,Server,nan,Yes,Yes,2,20
469,Intel Atom® Processor C Series,C3758R,Products formerly Denverton,8,Q2'20,Yes,Server,nan,Yes,Yes,2,20
470,2nd Generation Intel® Xeon® Scalable Processors,3206R,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
471,2nd Generation Intel® Xeon® Scalable Processors,5218R,Products formerly Cascade Lake,20,Q1'20,Yes,Server,nan,Yes,Yes,1,20
472,2nd Generation Intel® Xeon® Scalable Processors,5220R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
473,2nd Generation Intel® Xeon® Scalable Processors,6208U,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
474,2nd Generation Intel® Xeon® Scalable Processors,6226R,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
475,2nd Generation Intel® Xeon® Scalable Processors,6230R,Products formerly Cascade Lake,26,Q1'20,Yes,Server,nan,Yes,Yes,1,20
476,2nd Generation Intel® Xeon® Scalable Processors,6238R,Products formerly Cascade Lake,28,Q1'20,Yes,Server,nan,Yes,Yes,1,20
477,2nd Generation Intel® Xeon® Scalable Processors,6240R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
478,2nd Generation Intel® Xeon® Scalable Processors,6242R,Products formerly Cascade Lake,20,Q1'20,Yes,Server,nan,Yes,Yes,1,20
479,2nd Generation Intel® Xeon® Scalable Processors,6246R,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
480,2nd Generation Intel® Xeon® Scalable Processors,6248R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
481,2nd Generation Intel® Xeon® Scalable Processors,6250,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
482,2nd Generation Intel® Xeon® Scalable Processors,6250L,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
483,2nd Generation Intel® Xeon® Scalable Processors,6256,Products formerly Cascade Lake,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
484,2nd Generation Intel® Xeon® Scalable Processors,6258R,Products formerly Cascade Lake,28,Q1'20,Yes,Server,nan,Yes,Yes,1,20
485,2nd Generation Intel® Xeon® Scalable Processors,4210R,Products formerly Cascade Lake,10,Q1'20,Yes,Server,nan,Yes,Yes,1,20
486,2nd Generation Intel® Xeon® Scalable Processors,4210T,Products formerly Cascade Lake,10,Q1'20,Yes,Server,nan,Yes,Yes,1,20
487,2nd Generation Intel® Xeon® Scalable Processors,4214R,Products formerly Cascade Lake,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
488,2nd Generation Intel® Xeon® Scalable Processors,4215R,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
489,Intel Atom® Processor P Series,P5921B,Products formerly Snow Ridge,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
490,Intel Atom® Processor P Series,P5931B,Products formerly Snow Ridge,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
491,Intel Atom® Processor P Series,P5942B,Products formerly Snow Ridge,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
492,Intel Atom® Processor P Series,P5962B,Products formerly Snow Ridge,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
493,2nd Generation Intel® Xeon® Scalable Processors,3206R,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
494,2nd Generation Intel® Xeon® Scalable Processors,5218R,Products formerly Cascade Lake,20,Q1'20,Yes,Server,nan,Yes,Yes,1,20
495,2nd Generation Intel® Xeon® Scalable Processors,5220R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
496,2nd Generation Intel® Xeon® Scalable Processors,6208U,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
497,2nd Generation Intel® Xeon® Scalable Processors,6226R,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
498,2nd Generation Intel® Xeon® Scalable Processors,6230R,Products formerly Cascade Lake,26,Q1'20,Yes,Server,nan,Yes,Yes,1,20
499,2nd Generation Intel® Xeon® Scalable Processors,6238R,Products formerly Cascade Lake,28,Q1'20,Yes,Server,nan,Yes,Yes,1,20
500,2nd Generation Intel® Xeon® Scalable Processors,6240R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
501,2nd Generation Intel® Xeon® Scalable Processors,6242R,Products formerly Cascade Lake,20,Q1'20,Yes,Server,nan,Yes,Yes,1,20
502,2nd Generation Intel® Xeon® Scalable Processors,6246R,Products formerly Cascade Lake,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
503,2nd Generation Intel® Xeon® Scalable Processors,6248R,Products formerly Cascade Lake,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
504,2nd Generation Intel® Xeon® Scalable Processors,6250,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
505,2nd Generation Intel® Xeon® Scalable Processors,6250L,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
506,2nd Generation Intel® Xeon® Scalable Processors,6256,Products formerly Cascade Lake,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
507,2nd Generation Intel® Xeon® Scalable Processors,6258R,Products formerly Cascade Lake,28,Q1'20,Yes,Server,nan,Yes,Yes,1,20
508,2nd Generation Intel® Xeon® Scalable Processors,4210R,Products formerly Cascade Lake,10,Q1'20,Yes,Server,nan,Yes,Yes,1,20
509,2nd Generation Intel® Xeon® Scalable Processors,4210T,Products formerly Cascade Lake,10,Q1'20,Yes,Server,nan,Yes,Yes,1,20
510,2nd Generation Intel® Xeon® Scalable Processors,4214R,Products formerly Cascade Lake,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
511,2nd Generation Intel® Xeon® Scalable Processors,4215R,Products formerly Cascade Lake,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
512,Intel Atom® Processor P Series,P5921B,Products formerly Snow Ridge,8,Q1'20,Yes,Server,nan,Yes,Yes,1,20
513,Intel Atom® Processor P Series,P5931B,Products formerly Snow Ridge,12,Q1'20,Yes,Server,nan,Yes,Yes,1,20
514,Intel Atom® Processor P Series,P5942B,Products formerly Snow Ridge,16,Q1'20,Yes,Server,nan,Yes,Yes,1,20
515,Intel Atom® Processor P Series,P5962B,Products formerly Snow Ridge,24,Q1'20,Yes,Server,nan,Yes,Yes,1,20
516,2nd Generation Intel® Xeon® Scalable Processors,9221,Products formerly Cascade Lake,32,Q3'19,nan,Server,nan,Yes,nan,3,19
517,2nd Generation Intel® Xeon® Scalable Processors,9222,Products formerly Cascade Lake,32,Q3'19,nan,Server,nan,Yes,nan,3,19
518,2nd Generation Intel® Xeon® Scalable Processors,9221,Products formerly Cascade Lake,32,Q3'19,nan,Server,nan,Yes,nan,3,19
519,2nd Generation Intel® Xeon® Scalable Processors,9222,Products formerly Cascade Lake,32,Q3'19,nan,Server,nan,Yes,nan,3,19
520,2nd Generation Intel® Xeon® Scalable Processors,3204,Products formerly Cascade Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
521,2nd Generation Intel® Xeon® Scalable Processors,5215,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
522,2nd Generation Intel® Xeon® Scalable Processors,5215L,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
523,2nd Generation Intel® Xeon® Scalable Processors,5217,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
524,2nd Generation Intel® Xeon® Scalable Processors,5218,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
525,2nd Generation Intel® Xeon® Scalable Processors,5218B,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
526,2nd Generation Intel® Xeon® Scalable Processors,5218N,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
527,2nd Generation Intel® Xeon® Scalable Processors,5218T,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
528,2nd Generation Intel® Xeon® Scalable Processors,5220,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
529,2nd Generation Intel® Xeon® Scalable Processors,5220S,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
530,2nd Generation Intel® Xeon® Scalable Processors,5220T,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
531,2nd Generation Intel® Xeon® Scalable Processors,5222,Products formerly Cascade Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
532,2nd Generation Intel® Xeon® Scalable Processors,6209U,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
533,2nd Generation Intel® Xeon® Scalable Processors,6210U,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
534,2nd Generation Intel® Xeon® Scalable Processors,6212U,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
535,2nd Generation Intel® Xeon® Scalable Processors,6222V,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
536,2nd Generation Intel® Xeon® Scalable Processors,6226,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
537,2nd Generation Intel® Xeon® Scalable Processors,6230,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
538,2nd Generation Intel® Xeon® Scalable Processors,6230N,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
539,2nd Generation Intel® Xeon® Scalable Processors,6230T,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
540,2nd Generation Intel® Xeon® Scalable Processors,6234,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
541,2nd Generation Intel® Xeon® Scalable Processors,6238,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
542,2nd Generation Intel® Xeon® Scalable Processors,6238L,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
543,2nd Generation Intel® Xeon® Scalable Processors,6238T,Products formerly Cascade Lake,22,Q2'19,Yes,Server,nan,Yes,Yes,2,19
544,2nd Generation Intel® Xeon® Scalable Processors,6240,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
545,2nd Generation Intel® Xeon® Scalable Processors,6240L,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
546,2nd Generation Intel® Xeon® Scalable Processors,6240Y,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
547,2nd Generation Intel® Xeon® Scalable Processors,6242,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
548,2nd Generation Intel® Xeon® Scalable Processors,6244,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
549,2nd Generation Intel® Xeon® Scalable Processors,6246,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
550,2nd Generation Intel® Xeon® Scalable Processors,6248,Products formerly Cascade Lake,20,Q2'19,Yes,Server,nan,Yes,Yes,2,19
551,2nd Generation Intel® Xeon® Scalable Processors,6252,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
552,2nd Generation Intel® Xeon® Scalable Processors,6252N,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
553,2nd Generation Intel® Xeon® Scalable Processors,6254,Products formerly Cascade Lake,18,Q2'19,Yes,Server,nan,Yes,Yes,2,19
554,2nd Generation Intel® Xeon® Scalable Processors,6262V,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
555,2nd Generation Intel® Xeon® Scalable Processors,8253,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
556,2nd Generation Intel® Xeon® Scalable Processors,8256,Products formerly Cascade Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
557,2nd Generation Intel® Xeon® Scalable Processors,8260,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
558,2nd Generation Intel® Xeon® Scalable Processors,8260L,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
559,2nd Generation Intel® Xeon® Scalable Processors,8260Y,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
560,2nd Generation Intel® Xeon® Scalable Processors,8268,Products formerly Cascade Lake,24,Q2'19,Yes,Server,nan,Yes,Yes,2,19
561,2nd Generation Intel® Xeon® Scalable Processors,8270,Products formerly Cascade Lake,26,Q2'19,Yes,Server,nan,Yes,Yes,2,19
562,2nd Generation Intel® Xeon® Scalable Processors,8276,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
563,2nd Generation Intel® Xeon® Scalable Processors,8276L,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
564,2nd Generation Intel® Xeon® Scalable Processors,8280,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
565,2nd Generation Intel® Xeon® Scalable Processors,8280L,Products formerly Cascade Lake,28,Q2'19,Yes,Server,nan,Yes,Yes,2,19
566,2nd Generation Intel® Xeon® Scalable Processors,9242,Products formerly Cascade Lake,48,Q2'19,nan,Server,nan,Yes,nan,2,19
567,2nd Generation Intel® Xeon® Scalable Processors,9282,Products formerly Cascade Lake,56,Q2'19,nan,Server,nan,Yes,nan,2,19
568,2nd Generation Intel® Xeon® Scalable Processors,4208,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
569,2nd Generation Intel® Xeon® Scalable Processors,4209T,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
570,2nd Generation Intel® Xeon® Scalable Processors,4210,Products formerly Cascade Lake,10,Q2'19,Yes,Server,nan,Yes,Yes,2,19
571,2nd Generation Intel® Xeon® Scalable Processors,4214,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
572,2nd Generation Intel® Xeon® Scalable Processors,4214Y,Products formerly Cascade Lake,12,Q2'19,Yes,Server,nan,Yes,Yes,2,19
573,2nd Generation Intel® Xeon® Scalable Processors,4215,Products formerly Cascade Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
574,2nd Generation Intel® Xeon® Scalable Processors,4216,Products formerly Cascade Lake,16,Q2'19,Yes,Server,nan,Yes,Yes,2,19
575,Intel® Xeon® E Processor,E-2224,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
576,Intel® Xeon® E Processor,E-2224G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
577,Intel® Xeon® E Processor,E-2226G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
578,Intel® Xeon® E Processor,E-2234,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
579,Intel® Xeon® E Processor,E-2236,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
580,Intel® Xeon® E Processor,E-2244G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
581,Intel® Xeon® E Processor,E-2246G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
582,Intel® Xeon® E Processor,E-2274G,Products formerly Coffee Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
583,Intel® Xeon® E Processor,E-2276G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
584,Intel® Xeon® E Processor,E-2278G,Products formerly Coffee Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
585,Intel® Xeon® E Processor,E-2286G,Products formerly Coffee Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
586,Intel® Xeon® E Processor,E-2288G,Products formerly Coffee Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
587,Intel® Xeon® D Processor,D-1602,Products formerly Hewitt Lake,2,Q2'19,Yes,Server,nan,Yes,Yes,2,19
588,Intel® Xeon® D Processor,D-1622,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
589,Intel® Xeon® D Processor,D-1623N,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
590,Intel® Xeon® D Processor,D-1627,Products formerly Hewitt Lake,4,Q2'19,Yes,Server,nan,Yes,Yes,2,19
591,Intel® Xeon® D Processor,D-1633N,Products formerly Hewitt Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
592,Intel® Xeon® D Processor,D-1637,Products formerly Hewitt Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
593,Intel® Xeon® D Processor,D-1649N,Products formerly Hewitt Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
594,Intel® Xeon® D Processor,D-1653N,Products formerly Hewitt Lake,8,Q2'19,Yes,Server,nan,Yes,Yes,2,19
595,2nd Generation Intel® Xeon® Scalable Processors,3204,Products formerly Cascade Lake,6,Q2'19,Yes,Server,nan,Yes,Yes,2,19
